ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
485-42-5574|2687017999324205|Stephen|Mitchell|M|4441 Jackson Grove|Saint Louis|MO|63122|38.5781|-90.4256|927396|Location manager|1980-05-13|856538458652|adults_2550_male_urban.json
816-26-8209|6579025485362680|Keith|Campbell|M|38641 Tiffany Alley Suite 385|Spartanburg|SC|29302|34.8939|-81.834|129573|Intelligence analyst|1944-05-29|813817742442|adults_50up_male_urban.json
179-12-6404|3535990093781466|Amber|Burns|F|143 Wagner Pike Suite 437|Raleigh|NC|27610|35.7667|-78.6008|489514|Arts development officer|1957-02-11|800565494152|adults_50up_female_urban.json
085-70-7396|4646726368154185|Jake|Holmes|M|27729 Alex Path|Pearland|TX|77581|29.5617|-95.2721|112611|Insurance account manager|1968-10-06|44386431879|adults_50up_male_urban.json
466-84-9210|6011435660503378|Derek|Coleman|M|06773 Lisa Mountains|Tuscaloosa|AL|35405|33.1617|-87.5144|112654|Community arts worker|1972-09-25|198151062068|adults_50up_male_urban.json
188-54-6723|30419087886533|Jonathan|Rivera|M|7396 Kevin Via|Louisville|KY|40272|38.0846|-85.851|736284|Doctor, general practice|1978-01-01|565631626140|adults_2550_male_urban.json
633-65-7891|6011550492217045|Matthew|Hoffman|M|670 Myers Ferry|Fontana|CA|92337|34.0498|-117.4706|221665|Biochemist, clinical|1974-08-07|76289513813|adults_50up_male_urban.json
782-21-9468|4739928919827180|Christian|Park|M|71708 Short Inlet|San Jose|CA|95136|37.2685|-121.849|973849|Tree surgeon|1989-09-07|185810655536|adults_2550_male_urban.json
602-38-2585|569831354901|Ashley|Howard|F|0692 Christina Viaduct Suite 305|Frankenmuth|MI|48734|43.341|-83.7475|7444|Further education lecturer|1968-10-14|669998723980|adults_50up_female_urban.json
167-35-3802|180030217816783|Shannon|Smith|F|431 Ware Pines Apt. 164|Elgin|IL|60120|42.0384|-88.2606|117295|Telecommunications researcher|1995-01-18|798524649285|adults_2550_female_urban.json
146-84-8373|2270370170926402|Jill|Williams|F|808 Shawn Locks|Mesa|AZ|85206|33.4026|-111.7242|478404|Dealer|1997-05-24|182659341875|adults_2550_female_urban.json
425-71-2849|4485007288959274|Mark|Davis|M|069 Jennifer Lights Apt. 276|Linton|IN|47441|39.0461|-87.1723|9269|Nurse, children's|1988-06-08|13453691736|adults_2550_male_urban.json
034-68-2187|569170263440|Derrick|Nguyen|M|245 Yoder Common Apt. 042|Lewisburg|PA|17837|40.9702|-76.9099|19815|Hydrogeologist|1960-12-19|722251605940|adults_50up_male_urban.json
221-53-9776|676212375304|Catherine|Blankenship|F|0396 Smith Throughway Suite 365|Philadelphia|PA|19140|40.0118|-75.1456|1526206|Contracting civil engineer|1968-09-21|841145557908|adults_50up_female_urban.json
316-06-5767|346481875403649|Ryan|Nolan|M|59773 Hill Station|Burgaw|NC|28425|34.5487|-77.9403|10906|Office manager|2001-06-20|164974477905|young_adults_male_urban.json
131-30-7011|630467998641|Kevin|Anderson|M|722 Stephanie Ferry Suite 226|Quincy|WA|98848|47.1976|-119.8459|11518|Surveyor, rural practice|1982-09-21|140101328984|adults_2550_male_urban.json
394-54-6524|2499623569992996|Raven|Gross|F|58768 Mckinney Mission|Bethlehem|PA|18017|40.6622|-75.3903|123241|Tree surgeon|1980-05-17|408826302106|adults_2550_female_urban.json
013-39-1990|4820849315392|Kelsey|Lopez|F|26000 Keith Causeway|Schaumburg|IL|60194|42.0289|-88.1167|92294|Psychologist, prison and probation services|2005-10-05|442080752899|young_adults_female_urban.json
861-79-1104|4049134103897528729|Amanda|Salazar|F|564 Julia Shores Apt. 405|Knightdale|NC|27545|35.7789|-78.4898|23006|Web designer|1989-12-29|781553571017|adults_2550_female_urban.json
155-08-8497|4530976691948964|Beth|Pace|F|568 Natasha Corner|Brockton|MA|02301|42.0794|-71.04|93766|Public relations account executive|1984-01-30|402261834113|adults_2550_female_urban.json
644-01-7350|3561869572404344|Katherine|Martinez|F|3137 Jefferson Court|El Paso|TX|79925|31.7814|-106.3613|749635|Administrator, Civil Service|1988-05-15|545683453889|adults_2550_female_urban.json
508-26-2779|2550361920259997|Nathan|Garza|M|37034 Lisa Walk Suite 474|Las Vegas|NV|89104|36.152|-115.1092|1417793|Statistician|1990-09-04|2615350412|adults_2550_male_urban.json
506-56-0421|36235107651911|Rachel|Soto|F|73289 Miller Knoll Suite 340|Darby|PA|19023|39.9176|-75.2696|22164|Trade union research officer|1978-03-21|80805270136|adults_2550_female_urban.json
814-46-8338|585811574490|James|Diaz|M|0770 Justin Radial|Decatur|TN|37322|35.5072|-84.8081|8239|Financial trader|1997-12-30|914365297353|adults_2550_male_urban.json
735-40-5226|4840398221803966206|David|Watson|M|407 Edward Islands Apt. 951|Toms River|NJ|08755|39.9999|-74.2228|122197|Museum/gallery exhibitions officer|1980-06-05|761422473317|adults_2550_male_urban.json
727-77-3386|4562303974401|Jonathan|Hunter|M|7089 Riddle Canyon|Santa Ana|CA|92703|33.7489|-117.9072|348131|Therapist, occupational|1996-11-17|43672033191|adults_2550_male_urban.json
733-16-9822|3584311326611588|Desiree|Morgan|F|2632 Daniel Shoal|Bensalem|PA|19020|40.1109|-74.9378|55493|Operational researcher|1954-02-13|322261483179|adults_50up_female_urban.json
818-88-2604|4539707745447088|Michael|Shelton|M|317 Keith Summit|Oconomowoc|WI|53066|43.1095|-88.4862|33830|Buyer, retail|1998-06-23|682139050830|adults_2550_male_urban.json
348-94-3996|3567662623596059|Crystal|Smith|F|84025 Hess Mission Apt. 368|Cleveland|OH|44112|41.5356|-81.5737|769341|Oncologist|1966-06-22|360985209536|adults_50up_female_urban.json
403-31-0681|6536050281640982|Laurie|Smith|F|091 Brian Streets|San Luis Obispo|CA|93405|35.2901|-120.6817|63473|Fast food restaurant manager|1958-10-06|32809661232|adults_50up_female_urban.json
374-18-0382|3552375979531920|Tracy|Williams|F|27574 Scott Groves Apt. 054|Pawtucket|RI|02860|41.8729|-71.3907|71377|Surveyor, hydrographic|1960-11-14|665559489402|adults_50up_female_urban.json
711-37-5397|4180818965580|Christine|Mercado|F|6622 Hernandez Park Suite 056|Ferndale|MI|48220|42.4586|-83.1363|22319|Museum/gallery conservator|1984-07-30|257749884959|adults_2550_female_urban.json
106-54-2287|4070472660235158507|Andrea|Friedman|F|73167 Leslie Center|Ankeny|IA|50021|41.7212|-93.5682|49581|Loss adjuster, chartered|2001-11-23|483297892147|young_adults_female_urban.json
064-48-2113|4413395479406453|Daniel|Frazier|M|790 Sharp Crossing Apt. 898|Johnson City|TN|37604|36.3107|-82.381|92094|Occupational therapist|1969-06-19|929002904576|adults_50up_male_urban.json
415-75-3520|6561833597487687|Tina|Brooks|F|23771 Sanchez Avenue Apt. 922|Phoenix|AZ|85016|33.5021|-112.0305|1312922|Agricultural engineer|1990-06-12|397728875125|adults_2550_female_urban.json
501-31-3556|4973239644028|Sheila|Dorsey|F|26769 Jonathan Mill Suite 392|Hemet|CA|92545|33.7399|-117.0151|117746|Environmental manager|1953-09-18|587211923258|adults_50up_female_urban.json
668-19-0766|4209140169332843|Elaine|Lewis|F|1998 Pamela Branch Suite 551|Clinton Township|MI|48036|42.5938|-82.9133|96825|Land/geomatics surveyor|1959-07-04|295677321717|adults_50up_female_urban.json
351-17-6374|675956999139|Kristen|Walker|F|64332 Kiara Meadows|Silverdale|WA|98383|47.6621|-122.6981|25781|Dentist|1986-06-24|141362882663|adults_2550_female_urban.json
461-60-7650|4168066470700|Christine|Ward|F|0595 Claire Underpass|Atlanta|TX|75551|33.109|-94.1646|11007|Industrial buyer|1995-10-06|692070723666|adults_2550_female_urban.json
087-94-0616|4402740675826769|Chad|Carroll|M|2003 Lee Pass|Riverside|CA|92503|33.9208|-117.4589|419138|Marketing executive|1998-10-14|930437202519|adults_2550_male_urban.json
815-34-6745|3549745979318393|Melissa|Duncan|F|984 Jonathan Squares Suite 099|Mesquite|NV|89027|36.8113|-114.1235|15275|International aid/development worker|1948-09-24|347092918408|adults_50up_female_urban.json
888-37-9785|3526643223946126|Brian|Higgins|M|159 Hart Junction|Rochester|NY|14607|43.1501|-77.589|478127|Estate agent|1992-06-25|18259958249|adults_2550_male_urban.json
717-10-2990|4622398474225677|Nicole|Horton|F|882 Jamie Pine|La Jolla|CA|92037|32.8455|-117.2521|46781|Sports coach|1955-02-20|531068117177|adults_50up_female_urban.json
338-85-8957|4680613495647998463|Alexander|Shelton|M|794 Lee Springs Apt. 097|Rapid City|SD|57701|44.1415|-103.2052|90647|Designer, exhibition/display|1935-12-19|434656405306|adults_50up_male_urban.json
052-70-0973|3561662016555783|Jennifer|Ramirez|F|865 Walton Knolls Suite 512|Saint Louis|MO|63118|38.5943|-90.2309|927396|Forest/woodland manager|1993-01-22|474466155133|adults_2550_female_urban.json
006-01-0857|6558682405166545|Erika|Moore|F|4189 Fitzpatrick Avenue Apt. 338|Irwin|PA|15642|40.3191|-79.7205|45286|Optometrist|2001-05-05|588033203866|young_adults_female_urban.json
018-66-3824|370170363094429|Thomas|Hunt|M|20508 Anthony Rest Suite 134|Buffalo|MO|65622|37.6429|-93.0906|8716|Technical sales engineer|1984-06-27|640002164869|adults_2550_male_urban.json
654-09-9952|38972452841352|James|Nelson|M|5073 Molina Lane|Oklahoma City|OK|73170|35.327|-97.5556|640470|Regulatory affairs officer|1960-09-28|17109731240|adults_50up_male_urban.json
330-64-3650|3505980260294423|Matthew|Stokes|M|15892 Meyer Ridge|San Antonio|TX|78212|29.4388|-98.4935|1595797|Adult guidance worker|2001-07-01|208171240155|young_adults_male_urban.json
158-06-3726|2717774867595142|Austin|Lam|M|823 Vincent Throughway Apt. 958|Colonia|NJ|07067|40.5937|-74.3164|18036|Occupational hygienist|1991-08-15|565631436252|adults_2550_male_urban.json
109-74-6886|4326058694276749|Tanya|Clark|F|06629 Diane Row Apt. 518|Thermal|CA|92274|33.5578|-116.1572|19801|Chemical engineer|1947-05-28|594718705680|adults_50up_female_urban.json
154-38-2404|6559469890623274|Misty|Robinson|F|79890 Nicole Forks Suite 900|Lucerne Valley|CA|92356|34.447|-116.9189|6455|Phytotherapist|1972-01-12|903301881157|adults_50up_female_urban.json
894-92-8883|4084779541767554|Dale|Warren|M|3781 Aguilar Islands|Milwaukee|WI|53208|43.0488|-87.9625|817312|Research officer, political party|1946-04-12|62717380926|adults_50up_male_urban.json
595-39-6056|180026838488762|Christine|Johnson|F|76123 Maldonado Falls|Charleston|SC|29403|32.7976|-79.9493|195110|Colour technologist|1952-12-24|695508338758|adults_50up_female_urban.json
618-04-5468|3588129886182071|Adam|Morales|M|07923 Maxwell Radial|Dallas|TX|75207|32.7939|-96.8319|1263321|Surveyor, building control|1978-09-22|425820145361|adults_2550_male_urban.json
622-30-3669|4497035067578968333|George|Vaughn|M|7312 Craig Isle|Mankato|MN|56001|44.1538|-93.996|60662|Librarian, public|1966-10-28|45664631823|adults_50up_male_urban.json
865-99-5215|30052187993840|Michael|Ramirez|M|5883 Teresa Inlet|San Luis Obispo|CA|93405|35.2901|-120.6817|63473|Bonds trader|1968-03-08|976282868977|adults_50up_male_urban.json
053-84-1678|4503687156891093|Margaret|Johns|F|780 Jesse Hollow Suite 568|Marysville|CA|95901|39.1663|-121.5105|31314|Horticulturist, amenity|1938-06-12|452102880184|adults_50up_female_urban.json
589-38-0406|4640163295735|Peter|Hunter|M|59757 Carolyn Squares|Kernersville|NC|27284|36.1165|-80.0831|51136|Data processing manager|1978-02-04|483881952218|adults_2550_male_urban.json
107-66-6448|213102915854233|Cristina|Evans|F|518 Sims Glens Apt. 966|Holt|MI|48842|42.6394|-84.5242|20432|Aeronautical engineer|1965-12-12|515167300741|adults_50up_female_urban.json
308-38-6297|30462159584172|Debra|Frederick|F|1705 Stacy Expressway|Omro|WI|54963|44.0357|-88.7519|6917|Camera operator|1972-01-20|732350422627|adults_50up_female_urban.json
415-73-9041|2261344760948374|Robert|Roberts|M|286 Beck Garden|Providence|KY|42450|37.405|-87.7505|4063|Engineer, drilling|1994-03-14|889181374719|adults_2550_male_urban.json
435-82-5700|3599621836677199|Paul|Fritz|M|1025 Herman Harbors Apt. 022|Las Vegas|NV|89129|36.245|-115.2743|1417793|Contracting civil engineer|1943-02-26|767424968491|adults_50up_male_urban.json
276-79-9641|213113768367595|Patrick|Davis|M|152 Hill Lodge Apt. 440|Pittston|PA|18641|41.3361|-75.7304|36875|Warehouse manager|1997-06-29|232633487326|adults_2550_male_urban.json
796-45-1027|30465642601867|David|Walton|M|19956 Kelly Trace Apt. 277|Saint Marys|OH|45885|40.544|-84.3944|12661|Mining engineer|2002-05-06|970021833510|young_adults_male_urban.json
832-12-4893|3503850255134441|Shaun|Ross|M|88390 Harrison Garden|Oxford|OH|45056|39.4792|-84.6858|27038|Facilities manager|1968-12-08|275161824391|adults_50up_male_urban.json
283-49-1372|374932511497887|John|Holloway|M|20409 Mitchell Mill|Salem|NH|03079|42.7846|-71.2176|28776|Research scientist (life sciences)|1971-04-15|479535810823|adults_50up_male_urban.json
098-66-3184|060485800183|John|Sanchez|M|91511 Perez Orchard Suite 210|Miami|FL|33157|25.6062|-80.3426|1737737|Radiographer, diagnostic|1973-06-16|604724659943|adults_50up_male_urban.json
562-59-1595|676268564256|Paige|Combs|F|802 Short Shoals Apt. 315|Fresno|CA|93720|36.8579|-119.7655|570271|General practice doctor|1934-08-22|773863796561|adults_50up_female_urban.json
201-02-6624|501823028656|Vanessa|Vazquez|F|052 Keith Court Apt. 420|Owensboro|KY|42303|37.7559|-87.0803|81349|Operations geologist|1979-04-13|525742040415|adults_2550_female_urban.json
106-41-1236|4992016633822224006|William|Hall|M|20562 Cody Shore|Anderson|CA|96007|40.4574|-122.3282|22841|Visual merchandiser|1955-03-31|50498113795|adults_50up_male_urban.json
117-98-3404|4339133252861323942|George|Heath|M|2342 Evans Unions Suite 976|Fort Worth|TX|76114|32.7796|-97.3928|813980|Accountant, chartered public finance|1958-07-27|288506966216|adults_50up_male_urban.json
525-56-7036|4209536773495|Krista|Weber|F|735 Davenport Course|San Antonio|TX|78237|29.4208|-98.5645|1595797|Lecturer, higher education|1993-11-10|196230002837|adults_2550_female_urban.json
414-48-5448|3547625380966414|Deborah|Patton|F|36952 Humphrey Tunnel Suite 665|Naples|FL|34105|26.1938|-81.7636|276002|Exhibitions officer, museum/gallery|1993-01-19|229085239949|adults_2550_female_urban.json
595-90-6681|4324367924157120|Martin|Boyer|M|83543 Jenkins Isle Suite 390|Edison|NJ|08820|40.578|-74.3589|100058|Passenger transport manager|1949-02-04|110744839473|adults_50up_male_urban.json
749-69-2411|4939981615381168379|Anita|Sanchez|F|72607 Kimberly Trail Apt. 148|Chesterfield|MO|63005|38.6318|-90.6142|59223|Visual merchandiser|1950-05-19|895172598481|adults_50up_female_urban.json
568-92-0313|213164931214636|Leslie|Evans|F|2542 Paul Squares Suite 563|Las Cruces|NM|88012|32.5835|-106.7714|143900|Engineer, aeronautical|2009-05-25|118531854265|young_adults_female_urban.json
143-96-9586|3503694811266499|Joe|Oliver|M|068 Jeffery Forges Apt. 016|Everett|WA|98204|47.9017|-122.2472|168159|Clinical cytogeneticist|1960-08-26|382981410274|adults_50up_male_urban.json
029-15-6576|3599490133344378|Tabitha|Barnes|F|348 Juan Views Suite 101|Minneapolis|MN|55429|45.0645|-93.3413|1022298|Politician's assistant|1977-06-08|659250094381|adults_2550_female_urban.json
039-10-4114|213116049910042|Matthew|Livingston|M|88661 Moon Bypass|Indiana|PA|15701|40.6196|-79.1596|34704|Buyer, industrial|1973-05-14|682367958650|adults_50up_male_urban.json
041-32-4784|4348548420353162|Amy|Woods|F|9138 Brown Islands|Idabel|OK|74745|33.8851|-94.802|9912|Quarry manager|1995-06-28|936727565663|adults_2550_female_urban.json
089-64-1901|4194024702885|Regina|Davis|F|28745 Regina Square|Minneapolis|MN|55404|44.9609|-93.2642|1022298|Cabin crew|1977-11-18|234537735798|adults_2550_female_urban.json
488-66-6038|36463913810741|Lisa|Rodriguez|F|94232 Michael Wells Apt. 131|Bridgewater|MA|02324|41.9773|-70.9723|26563|Legal executive|1966-11-03|361712675221|adults_50up_female_urban.json
421-77-7100|4616845525274102|Charles|Cox|M|179 Meyer Knolls Suite 694|Aurora|IL|60505|41.7582|-88.2971|206095|Risk manager|1991-09-30|661208661076|adults_2550_male_urban.json
060-04-6050|2715675635584221|Joan|Ramsey|F|66256 Johnson Light Apt. 700|Lawrenceburg|KY|40342|38.0189|-84.9299|21125|Charity fundraiser|2001-07-08|941860817089|young_adults_female_urban.json
282-15-3646|630486240876|Paula|Garcia|F|66890 Mcneil Unions|Howell|NJ|07731|40.1481|-74.2137|38304|Chiropodist|1975-04-01|148115647223|adults_50up_female_urban.json
145-01-7729|6011381152232821|Catherine|Hawkins|F|84752 Michael Rest Suite 004|Sheridan|OR|97378|45.0897|-123.4003|8882|Chief Executive Officer|1949-03-31|794736512428|adults_50up_female_urban.json
275-58-9918|2245113505357220|Ralph|Schmidt|M|64157 Carol Mountain|Meriden|CT|06450|41.5334|-72.7997|60912|Scientist, research (physical sciences)|1996-11-09|31096697472|adults_2550_male_urban.json
554-03-1193|571945341956|Shelby|Martinez|F|447 Marsh Heights|Purvis|MS|39475|31.1496|-89.4623|12225|Conservation officer, historic buildings|1974-05-05|41019526172|adults_50up_female_urban.json
088-83-8355|4063578037891216|Courtney|Guerrero|F|3699 Luis Isle Suite 575|Barbourville|KY|40906|36.8101|-83.8949|11132|Therapist, drama|1930-12-18|337464879337|adults_50up_female_urban.json
787-03-8925|4906969045289860619|Monica|Price|F|3374 Wallace Cape Apt. 652|Laurel|MD|20708|39.0499|-76.8345|102149|Producer, radio|1960-09-29|100563972722|adults_50up_female_urban.json
429-85-9178|2269802530843763|Luis|Martin|M|4477 Marcus Wells Apt. 842|Brockton|MA|02301|42.0794|-71.04|93766|Financial adviser|1964-07-30|157814049136|adults_50up_male_urban.json
179-28-4940|213104172415534|Terri|Sanders|F|8557 Singleton Prairie|Idaho Falls|ID|83402|43.4934|-112.0578|101543|Air cabin crew|2003-07-10|190628570290|young_adults_female_urban.json
577-49-0245|4257033329594520|Timothy|Charles|M|828 Perez Harbors Apt. 296|Quincy|FL|32351|30.5867|-84.6094|17486|Nurse, children's|2003-12-23|992926950551|young_adults_male_urban.json
633-77-1486|30217429220415|Jason|Weaver|M|53926 Munoz Mountains|Indianapolis|IN|46239|39.7265|-86.0005|910148|Accountant, chartered public finance|1996-06-25|242219899408|adults_2550_male_urban.json
840-46-0541|4392804850227|Andrew|Davis|M|93335 Tracy Oval|Camden|NJ|08105|39.9484|-75.0864|75683|Chartered accountant|2007-04-17|67017393298|young_adults_male_urban.json
060-83-0356|4616225647185595|Eric|Acosta|M|04532 Christopher Lights|Painesville|OH|44077|41.7079|-81.199|56491|Psychotherapist|1998-01-26|587473529268|adults_2550_male_urban.json
292-43-6175|4437019453911776664|Gina|Cooper|F|612 Kristen Estate Apt. 578|Fort Collins|CO|80526|40.5473|-105.1076|175625|Automotive engineer|1989-07-26|727596577485|adults_2550_female_urban.json
817-93-0981|4311678706763538|Chad|Gonzalez|M|85921 Nicholas Roads Suite 856|Kirkwood|NY|13795|42.0695|-75.7967|3800|English as a second language teacher|2004-07-10|549376202512|young_adults_male_urban.json
086-37-2495|3530003753989232|Michele|Jones|F|6598 James Fords|Pascoag|RI|02859|41.9627|-71.7099|6738|Computer games developer|1967-11-07|528155988656|adults_50up_female_urban.json
731-34-1693|30376591538200|Anna|Maxwell|F|5266 White Mills|Harrison|AR|72601|36.2417|-93.1062|30163|English as a second language teacher|1978-03-20|978700659687|adults_2550_female_urban.json
066-19-7993|4553375656976486|Jessica|Carter|F|24945 Andrew Lodge Apt. 506|South Ozone Park|NY|11420|40.6744|-73.819|44354|Technical sales engineer|1998-07-19|461998819980|adults_2550_female_urban.json
393-69-5470|5506276729350979|Lauren|Lewis|F|12914 Melton Shoals Suite 022|Pollock|LA|71467|31.5|-92.4005|7998|Engineer, building services|1984-02-15|980509712242|adults_2550_female_urban.json
473-71-0103|4797251840703398216|Eileen|Peters|F|37209 Stewart Stravenue|Las Vegas|NV|89115|36.2158|-115.0671|1417793|Nutritional therapist|1962-10-15|440183628990|adults_50up_female_urban.json
456-02-6479|4328630112200|Samantha|Randall|F|426 Mejia Ways Apt. 336|Freeport|NY|11520|40.6536|-73.5866|43341|Production engineer|1954-10-31|634262280816|adults_50up_female_urban.json
024-66-2727|3571360549469204|Kristina|Wood|F|9013 Jose Land Apt. 935|Newnan|GA|30265|33.3958|-84.7121|84721|Arts administrator|1931-12-18|720802328822|adults_50up_female_urban.json
080-14-5437|4175808038890441041|Amy|Allen|F|6851 Martha Field Apt. 483|Atherton|CA|94027|37.4563|-122.2002|7089|Publishing rights manager|1964-01-12|503843877498|adults_50up_female_urban.json
361-65-0819|4901685647179|Ryan|Hayes|M|19027 Richard Rest Apt. 716|Las Vegas|NV|89103|36.1149|-115.2161|1417793|Chief Financial Officer|1972-11-17|399890244822|adults_50up_male_urban.json
399-55-8477|6011199767598331|Christopher|Jones|M|505 Nicholas Glens|Cochran|GA|31014|32.3981|-83.3229|13756|Marketing executive|1980-07-22|595469830101|adults_2550_male_urban.json
603-45-6914|372853533998243|Christopher|Ross|M|77580 Erin Plains|Middlebourne|WV|26149|39.4942|-80.9076|2452|Geologist, wellsite|1983-04-12|467846623753|adults_2550_male_rural.json
562-63-9909|4302853272769|Jessica|Castro|F|5150 Luis Well|Brooklyn|NY|11220|40.6412|-74.0133|2504700|Scientist, marine|1965-07-21|469439170479|adults_50up_female_urban.json
245-01-8919|30308972073820|Tiffany|Leon|F|1184 Luis Square Suite 863|Wewahitchka|FL|32465|30.0933|-85.2048|9232|Accommodation manager|1992-08-16|664776037781|adults_2550_female_urban.json
009-57-1359|4024234473057775|Brandon|Montgomery|M|99716 Mckinney Mews Suite 667|Aurora|IL|60506|41.7664|-88.3446|206095|Optometrist|1978-02-03|44220964517|adults_2550_male_urban.json
625-93-6188|213134400952248|Tony|Downs|M|537 Susan Falls Apt. 191|Rockford|IL|61109|42.2166|-89.0512|189162|Further education lecturer|1950-08-29|775773171965|adults_50up_male_urban.json
470-03-5929|3573601579115011|Amanda|Sanders|F|0080 Richard Points|Los Angeles|CA|90057|34.0622|-118.2763|2383912|Teacher, music|1973-06-14|230716055937|adults_50up_female_urban.json
268-60-5510|3583354883571929|Ashley|Duncan|F|146 Tara Station Suite 643|Dixon|MO|65459|37.9848|-92.0897|8233|Designer, furniture|1974-10-11|962171225531|adults_50up_female_urban.json
094-64-2273|4652824685492726|Donna|Williams|F|208 Beck Corners|Bairdford|PA|15006|40.4931|-79.9031|240|Industrial buyer|2006-01-24|823201519716|young_adults_female_rural.json
809-03-5237|2710854327163033|William|Flores|M|369 Lisa Corners Apt. 009|New York City|NY|10036|40.7597|-73.9918|1577385|Associate Professor|1992-10-29|904203673772|adults_2550_male_urban.json
603-31-1081|180081048028353|Melissa|Ramirez|F|929 Christy Forks Apt. 437|Mansfield|OH|44903|40.7623|-82.5254|92985|Pensions consultant|1974-04-01|96313342564|adults_50up_female_urban.json
789-54-6454|4812268159474702|Shane|Pruitt|M|10583 Alan Ridge|Salem|OR|97301|44.949|-123.004|249657|Police officer|1977-03-31|662295995829|adults_2550_male_urban.json
634-65-4755|4891426937650167|Robert|Simmons|M|776 Dominique Plains|Bakersfield|CA|93308|35.4244|-119.0433|520197|Engineer, technical sales|1933-03-28|473460820226|adults_50up_male_urban.json
539-86-5858|502062762922|Clinton|Reynolds|M|809 Seth Locks Apt. 652|Manteca|CA|95337|37.7808|-121.2344|74232|Embryologist, clinical|2003-07-14|664177281037|young_adults_male_urban.json
732-69-9982|675949935984|Brian|Morris|M|7265 James Burg Apt. 858|Bronx|NY|10458|40.8633|-73.8895|1382480|Agricultural consultant|1963-12-31|31426652709|adults_50up_male_urban.json
728-38-2045|30165789391294|Tyler|Roy|M|1887 Deborah Ville Suite 860|Brooklyn|NY|11226|40.6467|-73.957|2504700|Banker|2003-06-19|716714238471|young_adults_male_urban.json
793-06-0072|3544928787570307|Patricia|Lawrence|F|12501 Houston Camp|Jacksonville|FL|32244|30.2231|-81.7556|847415|Research officer, political party|1978-04-14|185865727840|adults_2550_female_urban.json
773-03-6579|4222336931806204|Adam|Farley|M|24266 Jordan Valley|Seth|WV|25181|38.0971|-81.6393|1853|Teacher, secondary school|2002-06-13|401369986541|young_adults_male_rural.json
481-95-4724|060457144693|Holly|Russell|F|0687 Michael Hollow Suite 534|Grandview|MO|64030|38.8819|-94.5205|24422|Lawyer|1981-02-20|71831410729|adults_2550_female_urban.json
390-84-7031|180058348348350|Matthew|Duffy|M|7366 Holmes Garden|Santa Rosa Beach|FL|32459|30.3659|-86.2458|11457|Designer, exhibition/display|1963-07-20|945018641374|adults_50up_male_urban.json
831-59-7746|370894326983440|David|Cantrell|M|580 Johnson Stream Suite 505|Springdale|AR|72764|36.1716|-94.0428|85572|Ambulance person|1975-07-23|191537849210|adults_2550_male_urban.json
276-52-7594|4073429390773724|Ryan|Garza|M|503 Bryan Dam Suite 851|Norfolk|VA|23508|36.8859|-76.3004|242803|Manufacturing systems engineer|1962-02-06|743194490360|adults_50up_male_urban.json
706-90-0080|4028143531279433790|Shannon|Chang|F|11235 Joshua Ways|Columbia|SC|29201|34.0004|-81.0334|333497|Dietitian|1935-07-06|392564756829|adults_50up_female_urban.json
472-34-2442|180062510857388|Corey|Espinoza|M|4514 Davila Union Apt. 935|San Jose|CA|95127|37.3692|-121.8208|973849|Chief Marketing Officer|1951-04-13|524322703200|adults_50up_male_urban.json
312-45-5857|347062728167331|Jeremy|Cruz|M|57562 Scott Courts|Lapeer|MI|48446|43.0579|-83.3332|30749|Early years teacher|1977-08-24|467091684054|adults_2550_male_urban.json
527-33-8614|2676209906931965|Cynthia|Tyler|F|951 Garner Circle|Winchester|KY|40391|37.9872|-84.1789|35262|Insurance risk surveyor|1963-12-23|35801072865|adults_50up_female_urban.json
338-93-9670|213126731234387|Thomas|Schmidt|M|8514 Brian Land|Perry|FL|32347|30.1668|-83.616|20499|Translator|1983-03-26|269792279779|adults_2550_male_urban.json
305-47-0757|4823134275576720|Lisa|Brown|F|9044 Paula Pike Apt. 436|Wichita|KS|67207|37.671|-97.2179|409656|Volunteer coordinator|2003-08-20|246413063417|young_adults_female_urban.json
040-88-2569|4711506291792651|Rhonda|Browning|F|81629 Julia Street|Milton|FL|32570|30.6604|-87.0473|83284|Retail manager|1929-11-16|251209080020|adults_50up_female_urban.json
160-21-1605|3569157376710526|Karl|Fleming|M|74599 Nathaniel Flat Apt. 445|Lake Ozark|MO|65049|38.2003|-92.6684|6618|Arts development officer|1982-01-17|889102692988|adults_2550_male_urban.json
007-17-6182|3587890345029580|James|Juarez|M|04093 Russell Spurs|Manassas|VA|20109|38.793|-77.5266|137564|Psychiatric nurse|1984-01-15|385170175981|adults_2550_male_urban.json
641-09-8790|3536881013827217|Anthony|Christensen|M|34601 Moore Alley|Columbus|OH|43220|40.0495|-83.0669|783285|Chief Technology Officer|1951-02-15|589419928804|adults_50up_male_urban.json
561-22-5926|4083168163600|Cynthia|Cunningham|F|736 Steven Pass|New Port Richey|FL|34655|28.2129|-82.6807|115083|Therapist, drama|1967-05-16|338041546435|adults_50up_female_urban.json
498-55-7900|4005214107071635|Debra|Diaz|F|895 Henry Mount|Bridgeton|NJ|08302|39.3762|-75.1617|46872|Accounting technician|1944-01-18|410294301577|adults_50up_female_urban.json
784-15-9571|2720445456972969|Gregory|Price|M|276 Miller Mill|Macon|GA|31210|32.8926|-83.7455|165895|Product designer|1972-10-02|754773335627|adults_50up_male_urban.json
